,Provincia,Cantón,Parroquia,Densidad Poblacional
881,TUNGURAHUA,PATATE,LOS ANDES,85.0
882,TUNGURAHUA,PATATE,SUCRE,42.0
883,TUNGURAHUA,QUERO,QUERO,153.0
884,TUNGURAHUA,QUERO,RUMIPAMBA,85.0
885,TUNGURAHUA,QUERO,YANAYACU MOCHAPATA,42.0
886,TUNGURAHUA,SAN PEDRO DE PELILEO,PELILEO,487.0
887,TUNGURAHUA,SAN PEDRO DE PELILEO,BENÍTEZ,508.0
888,TUNGURAHUA,SAN PEDRO DE PELILEO,BOLÍVAR,271.0
889,TUNGURAHUA,SAN PEDRO DE PELILEO,COTALÓ,49.0
890,TUNGURAHUA,SAN PEDRO DE PELILEO,CHIQUICHA,178.0
891,TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO,230.0
892,TUNGURAHUA,SAN PEDRO DE PELILEO,GARCÍA MORENO,500.0
893,TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALÓ,329.0
894,TUNGURAHUA,SAN PEDRO DE PELILEO,SALASACA,503.0
895,TUNGURAHUA,SANTIAGO DE PÍLLARO,PÍLLARO,324.0
896,TUNGURAHUA,SANTIAGO DE PÍLLARO,BAQUERIZO MORENO,9.0
897,TUNGURAHUA,SANTIAGO DE PÍLLARO,EMILIO MARÍA TERÁN,92.0
898,TUNGURAHUA,SANTIAGO DE PÍLLARO,MARCOS ESPINEL,18.0
899,TUNGURAHUA,SANTIAGO DE PÍLLARO,PRESIDENTE URBINA,260.0
900,TUNGURAHUA,SANTIAGO DE PÍLLARO,SAN ANDRÉS,230.0
901,TUNGURAHUA,SANTIAGO DE PÍLLARO,SAN JOSÉ DE POALÓ,11.0
902,TUNGURAHUA,SANTIAGO DE PÍLLARO,SAN MIGUELITO,233.0
903,TUNGURAHUA,TISALEO,TISALEO,262.0
904,TUNGURAHUA,TISALEO,QUINCHICOTO,109.0
905,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,45.0
906,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,24.0
907,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,14.0
908,ZAMORA CHINCHIPE,ZAMORA,IMBANA,3.0
909,ZAMORA CHINCHIPE,ZAMORA,SABANILLA,2.0
910,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,6.0
911,ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,13.0
912,ZAMORA CHINCHIPE,CHINCHIPE,ZUMBA,19.0
913,ZAMORA CHINCHIPE,CHINCHIPE,CHITO,5.0
914,ZAMORA CHINCHIPE,CHINCHIPE,EL CHORRO,11.0
915,ZAMORA CHINCHIPE,CHINCHIPE,LA CHONTA,13.0
916,ZAMORA CHINCHIPE,CHINCHIPE,PUCAPAMBA,4.0
917,ZAMORA CHINCHIPE,CHINCHIPE,SAN ANDRÉS,1.0
918,ZAMORA CHINCHIPE,NANGARITZA,GUAYZIMI,27.0
919,ZAMORA CHINCHIPE,NANGARITZA,ZURMI,2.0
920,ZAMORA CHINCHIPE,NANGARITZA,NUEVO PARAÍSO,1.0
921,ZAMORA CHINCHIPE,NANGARITZA,NANKAIS,7.0
922,ZAMORA CHINCHIPE,YACUAMBI,28 DE MAYO,7.0
923,ZAMORA CHINCHIPE,YACUAMBI,LA PAZ,7.0
924,ZAMORA CHINCHIPE,YACUAMBI,TUTUPALI,2.0
925,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA,60.0
926,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,11.0
927,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,9.0
928,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,54.0
929,ZAMORA CHINCHIPE,EL PANGUI,EL GUISME,17.0
930,ZAMORA CHINCHIPE,EL PANGUI,PACHICUTZA,13.0
931,ZAMORA CHINCHIPE,EL PANGUI,TUNDAYME,4.0
932,ZAMORA CHINCHIPE,CENTINELA DEL CÓNDOR,ZUMBI,31.0
933,ZAMORA CHINCHIPE,CENTINELA DEL CÓNDOR,TRIUNFO DORADO,20.0
934,ZAMORA CHINCHIPE,CENTINELA DEL CÓNDOR,PANGUINTZA,38.0
935,ZAMORA CHINCHIPE,PALANDA,PALANDA,9.0
936,ZAMORA CHINCHIPE,PALANDA,EL PORVENIR DEL CARMEN,3.0
937,ZAMORA CHINCHIPE,PALANDA,SAN FRANCISCO DEL VERGEL,6.0
938,ZAMORA CHINCHIPE,PALANDA,VALLADOLID,2.0
939,ZAMORA CHINCHIPE,PALANDA,LA CANELA,2.0
940,ZAMORA CHINCHIPE,PAQUISHA,PAQUISHA,14.0
941,ZAMORA CHINCHIPE,PAQUISHA,BELLAVISTA,8.0
942,ZAMORA CHINCHIPE,PAQUISHA,NUEVO QUITO,18.0
943,GALÁPAGOS,SAN CRISTÓBAL,PUERTO BAQUERIZO MORENO,2.48
944,GALÁPAGOS,SAN CRISTÓBAL,EL PROGRESO,2.0
945,GALÁPAGOS,SAN CRISTÓBAL,ISLA SANTA MARÍA FLOREANA,1.0
946,GALÁPAGOS,ISABELA,PUERTO VILLAMIL,1.755
947,GALÁPAGOS,ISABELA,TOMÁS DE BERLANGA,0.0
948,GALÁPAGOS,SANTA CRUZ,PUERTO AYORA,4.407
949,GALÁPAGOS,SANTA CRUZ,BELLA VISTA,3.0
950,GALÁPAGOS,SANTA CRUZ,SANTA ROSA,1.0
951,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,303.0
952,SUCUMBÍOS,LAGO AGRIO,DURENO,13.0
953,SUCUMBÍOS,LAGO AGRIO,GENERAL FARFÁN,13.0
954,SUCUMBÍOS,LAGO AGRIO,EL ENO,16.0
955,SUCUMBÍOS,LAGO AGRIO,PACAYACU,10.0
956,SUCUMBÍOS,LAGO AGRIO,JAMBELÍ,8.0
957,SUCUMBÍOS,LAGO AGRIO,SANTA CECILIA,36.0
958,SUCUMBÍOS,LAGO AGRIO,10 DE AGOSTO,12.0
959,SUCUMBÍOS,GONZALO PIZARRO,LUMBAQUÍ,17.0
960,SUCUMBÍOS,GONZALO PIZARRO,EL REVENTADOR,1.0
961,SUCUMBÍOS,GONZALO PIZARRO,GONZALO PIZARRO,15.0
962,SUCUMBÍOS,GONZALO PIZARRO,PUERTO LIBRE,2.0
963,SUCUMBÍOS,PUTUMAYO,PUERTO EL CARMEN DE PUTUMAYO,3.0
964,SUCUMBÍOS,PUTUMAYO,PALMA ROJA,2.0
965,SUCUMBÍOS,PUTUMAYO,PUERTO BOLÍVAR,0.0
966,SUCUMBÍOS,PUTUMAYO,PUERTO RODRÍGUEZ,1.0
967,SUCUMBÍOS,PUTUMAYO,SANTA ELENA,3.0
968,SUCUMBÍOS,PUTUMAYO,SANSAHUARI,5.0
969,SUCUMBÍOS,SHUSHUFINDI,SHUSHUFINDI,63.0
970,SUCUMBÍOS,SHUSHUFINDI,LIMONCOCHA,13.0
971,SUCUMBÍOS,SHUSHUFINDI,PAÑACOCHA,1.0
972,SUCUMBÍOS,SHUSHUFINDI,SAN ROQUE,7.0
973,SUCUMBÍOS,SHUSHUFINDI,SAN PEDRO DE LOS COFÁNES,49.0
974,SUCUMBÍOS,SHUSHUFINDI,SIETE DE JULIO,36.0
975,SUCUMBÍOS,SUCUMBÍOS,LA BONITA,7.0
976,SUCUMBÍOS,SUCUMBÍOS,EL PLAYÓN DE SAN FRANCISCO,4.0
977,SUCUMBÍOS,SUCUMBÍOS,LA SOFÍA,0.0
978,SUCUMBÍOS,SUCUMBÍOS,ROSA FLORIDA,1.0
979,SUCUMBÍOS,SUCUMBÍOS,SANTA BÁRBARA,7.0
980,SUCUMBÍOS,CASCALES,EL DORADO DE CASCALES,5.0
981,SUCUMBÍOS,CASCALES,SANTA ROSA DE SUCUMBÍOS,10.0
982,SUCUMBÍOS,CASCALES,SEVILLA,26.0
983,SUCUMBÍOS,CASCALES,NUEVA TRONCAL,11.0
984,SUCUMBÍOS,CUYABENO,TARAPOA,6.0
985,SUCUMBÍOS,CUYABENO,CUYABENO,0.0
986,SUCUMBÍOS,CUYABENO,AGUAS NEGRAS,3.0
987,ORELLANA,FRANCISCO DE ORELLANA,EL COCA,399.0
988,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA,6.0
989,ORELLANA,FRANCISCO DE ORELLANA,TARACOA,8.0
990,ORELLANA,FRANCISCO DE ORELLANA,ALEJANDRO LABAKA,2.0
991,ORELLANA,FRANCISCO DE ORELLANA,EL DORADO,24.0
992,ORELLANA,FRANCISCO DE ORELLANA,EL EDÉN,1.0
993,ORELLANA,FRANCISCO DE ORELLANA,GARCÍA MORENO,11.0
994,ORELLANA,FRANCISCO DE ORELLANA,INÉS ARANGO,2.0
995,ORELLANA,FRANCISCO DE ORELLANA,LA BELLEZA,8.0
996,ORELLANA,FRANCISCO DE ORELLANA,NUEVO PARAÍSO,11.0
997,ORELLANA,FRANCISCO DE ORELLANA,SAN JOSÉ DE GUAYUSA,7.0
998,ORELLANA,FRANCISCO DE ORELLANA,SAN LUIS DE ARMENIA,8.0
999,ORELLANA,AGUARICO,NUEVO ROCAFUERTE,2.0
1000,ORELLANA,AGUARICO,CAPITÁN AUGUSTO RIVADENEYRA,1.0
1001,ORELLANA,AGUARICO,CONONACO,0.0
1002,ORELLANA,AGUARICO,SANTA MARÍA DE HUIRIRIMA,1.0
1003,ORELLANA,AGUARICO,YASUNÍ,0.0
1004,ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,136.0
1005,ORELLANA,LA JOYA DE LOS SACHAS,ENOKANQUI,42.0
1006,ORELLANA,LA JOYA DE LOS SACHAS,POMPEYA,17.0
1007,ORELLANA,LA JOYA DE LOS SACHAS,SAN CARLOS,32.0
1008,ORELLANA,LA JOYA DE LOS SACHAS,SAN SEBASTIÁN DEL COCA,19.0
1009,ORELLANA,LA JOYA DE LOS SACHAS,LAGO SAN PEDRO,30.0
1010,ORELLANA,LA JOYA DE LOS SACHAS,RUMIPAMBA,29.0
1011,ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,32.0
1012,ORELLANA,LA JOYA DE LOS SACHAS,UNIÓN MILAGREÑA,25.0
1013,ORELLANA,LORETO,LORETO,81.0
1014,ORELLANA,LORETO,ÁVILA,18.0
1015,ORELLANA,LORETO,PUERTO MURIALDO,21.0
1016,ORELLANA,LORETO,SAN JOSÉ DE PAYAMINO,4.0
1017,ORELLANA,LORETO,SAN JOSÉ DE DAHUANO,11.0
1018,ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,6.0
1019,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,348.0
1020,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,ALLURIQUÍN,13.0
1021,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,PUERTO LIMÓN,48.0
1022,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,LUZ DE AMÉRICA,37.0
1023,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SAN JACINTO DEL BÚA,67.0
1024,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,VALLE HERMOSO,32.0
1025,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,EL ESFUERZO,21.0
1026,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,SANTA MARÍA DEL TOACHI,20.0
1027,SANTO DOMINGO DE LOS TSÁCHILAS,LA CONCORDIA,LA CONCORDIA,459.0
1028,SANTO DOMINGO DE LOS TSÁCHILAS,LA CONCORDIA,MONTERREY,72.0
1029,SANTO DOMINGO DE LOS TSÁCHILAS,LA CONCORDIA,LA VILLEGAS,77.0
1030,SANTO DOMINGO DE LOS TSÁCHILAS,LA CONCORDIA,PLAN PILOTO,28.0
1031,SANTA ELENA,SANTA ELENA,SANTA ELENA,135.0
1032,SANTA ELENA,SANTA ELENA,ATAHUALPA,52.0
1033,SANTA ELENA,SANTA ELENA,COLONCHE,35.0
1034,SANTA ELENA,SANTA ELENA,CHANDUY,27.0
1035,SANTA ELENA,SANTA ELENA,MANGLARALTO,88.0
1036,SANTA ELENA,SANTA ELENA,SIMÓN BOLÍVAR,8.0
1037,SANTA ELENA,SANTA ELENA,SAN JOSÉ DE ANCÓN,120.0
1038,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,4.44
1039,SANTA ELENA,SALINAS,SALINAS,2.049
1040,SANTA ELENA,SALINAS,ANCONCITO,1.005
1041,SANTA ELENA,SALINAS,JOSÉ LUIS TAMAYO,1.027
